tx_id,timestamp,amount,currency,channel,src_type,src_id,dst_type,dst_id,src_country,dst_country,ip_country,crypto_institution_registered,kyc_age_days,label,rule_hits,anomaly_score,device_id,auth_method,mcc,purpose,reference,beneficiary_bank_bic,beneficiary_iban,originator_bank_bic,originator_iban,fee_amount,exchange_rate,card_present,recurring,standing_order,is_cross_border,ip_country,device_id,auth_method,mcc,purpose,reference,beneficiary_bank_bic,beneficiary_iban,originator_bank_bic,originator_iban,fee_amount,exchange_rate,crypto_institution_registered,card_present,recurring,standing_order,is_cross_border
9514,2025-07-11T06:37:23.535Z,4354.98,EUR,CASH,customer,366,company,254,DE,US,,,,review,FONDS_SEIN_PAYS_TIER,84,dev-511616,SCA,,Salary,REF-779084,PSSTUSPA2A1,FR764618810000000951401,PSSTDEPP0XX,FR764923810000000951501,1.63,1,,false,false,true,,dev-511616,SCA,,Salary,REF-779084,PSSTUSPA2A1,FR764618810000000951401,PSSTDEPP0XX,FR764923810000000951501,1.63,1,,,false,false,true
9515,2025-08-03T06:37:23.535Z,6456.89,CHF,SWIFT,company,226,customer,727,US,CN,,,,normal,FONDS_SEIN_PAYS_TIER,18,dev-722223,SCA,,Rent,REF-161335,DEUTCNLLXXX,FR767883910000000951501,HSBCUSLX2A1,FR766411510000000951601,2.96,1.3919,,false,false,true,,dev-722223,SCA,,Rent,REF-161335,DEUTCNLLXXX,FR767883910000000951501,HSBCUSLX2A1,FR766411510000000951601,2.96,1.3919,,,false,false,true
9516,2025-08-22T06:37:23.535Z,2030.38,EUR,PSU-PSD2,customer,507,company,233,IT,IT,ES,,,review,UTILISATION_CONNECTE,94,dev-338466,SCA,,Trade,REF-656273,AGRIFITPXXX,FR762919010000000951601,AGRIFITL0XX,FR762890610000000951701,0.50,1,,false,false,false,ES,dev-338466,SCA,,Trade,REF-656273,AGRIFITPXXX,FR762919010000000951601,AGRIFITL0XX,FR762890610000000951701,0.50,1,,,false,false,false
9517,2025-06-24T06:37:23.535Z,7758.6,GBP,PSU-PSD2,company,356,customer,553,NG,IT,DE,,,suspect,UTILISATION_CONNECTE,28,dev-119988,SCA,,Trade,REF-242556,BNPAITMM2A1,FR767303210000000951701,PSSTNGLX2A1,FR761982810000000951801,2.22,0.9184,,false,false,true,DE,dev-119988,SCA,,Trade,REF-242556,BNPAITMM2A1,FR767303210000000951701,PSSTNGLX2A1,FR761982810000000951801,2.22,0.9184,,,false,false,true
9518,2025-07-27T06:37:23.535Z,596.85,CHF,CASH,customer,573,customer,596,CH,FR,,,,suspect,,48,dev-741289,SCA,,Trade,REF-721179,DEUTFRLLXXX,FR764926310000000951801,PSSTCHPAXXX,FR765998910000000951901,1.62,1.01,,false,false,true,,dev-741289,SCA,,Trade,REF-721179,DEUTFRLLXXX,FR764926310000000951801,PSSTCHPAXXX,FR765998910000000951901,1.62,1.01,,,false,false,true
9519,2025-08-13T06:37:23.535Z,449.22,EUR,CASH,customer,800,company,763,BE,NG,,,,normal,FONDS_SEIN_PAYS_TIER,54,dev-602287,SCA,,Crypto,REF-659575,CCBPNGLL2A1,FR765020310000000951901,BARCBEMMXXX,FR768236110000000952001,2.49,1,,false,false,true,,dev-602287,SCA,,Crypto,REF-659575,CCBPNGLL2A1,FR765020310000000951901,BARCBEMMXXX,FR768236110000000952001,2.49,1,,,false,false,true
9520,2025-08-12T06:37:23.535Z,2771.83,GBP,CRYPTO,customer,215,customer,334,IT,BE,,false,,suspect,PBR_ATTACHED,98,dev-581977,SCA,,Crypto,REF-338305,HSBCBEPP0XX,FR769466310000000952001,HSBCITPPXXX,FR766650410000000952101,1.39,1.1966,,false,false,true,,dev-581977,SCA,,Crypto,REF-338305,HSBCBEPP0XX,FR769466310000000952001,HSBCITPPXXX,FR766650410000000952101,1.39,1.1966,false,,false,false,true
9521,2025-06-21T06:37:23.535Z,780.7,GBP,CARD,company,537,customer,683,AE,FR,,,,normal,,17,dev-982902,3DS,5999,Rent,REF-912296,BARCFRLXXXX,FR761334610000000952101,PSSTAELLXXX,FR766999210000000952201,0.15,0.9093,false,false,false,true,,dev-982902,3DS,5999,Rent,REF-912296,BARCFRLXXXX,FR761334610000000952101,PSSTAELLXXX,FR766999210000000952201,0.15,0.9093,,false,false,false,true
9522,2025-06-29T06:37:23.535Z,796.64,EUR,CARD,customer,763,company,684,CH,FR,,,,normal,,66,dev-515500,3DS,5999,Gift,REF-463445,DEUTFRLL0XX,FR763062510000000952201,BARCCHMMXXX,FR763578110000000952301,1.11,1,true,false,false,true,,dev-515500,3DS,5999,Gift,REF-463445,DEUTFRLL0XX,FR763062510000000952201,BARCCHMMXXX,FR763578110000000952301,1.11,1,,true,false,false,true
9523,2025-06-29T06:37:23.535Z,2347.06,USD,CARD,company,981,customer,339,US,CN,,,,suspect,FONDS_SEIN_PAYS_TIER,74,dev-905253,3DS,4829,Rent,REF-716128,DEUTCNPA2A1,FR764880710000000952301,BNPAUSLXXXX,FR767680510000000952401,0.93,1.3316,false,false,false,true,,dev-905253,3DS,4829,Rent,REF-716128,DEUTCNPA2A1,FR764880710000000952301,BNPAUSLXXXX,FR767680510000000952401,0.93,1.3316,,false,false,false,true
9524,2025-07-04T06:37:23.535Z,3504.49,EUR,SEPA,company,218,company,488,LU,CH,,,,suspect,FONDS_SEIN_PAYS_TIER,50,dev-406195,SCA,,Salary,REF-753391,BARCCHPAXXX,FR762247310000000952401,DEUTLUPAXXX,LU769552210000000952501,0.29,1,,true,false,true,,dev-406195,SCA,,Salary,REF-753391,BARCCHPAXXX,FR762247310000000952401,DEUTLUPAXXX,LU769552210000000952501,0.29,1,,,true,false,true
9525,2025-06-19T06:37:23.535Z,1818.35,EUR,PSU-PSD2,company,301,customer,599,CN,FR,FR,,,review,UTILISATION_CONNECTE,48,dev-442324,SCA,,Invoice,REF-113700,BARCFRLX0XX,FR761271010000000952501,BNPACNPA2A1,FR761254510000000952601,0.99,1,,false,false,true,FR,dev-442324,SCA,,Invoice,REF-113700,BARCFRLX0XX,FR761271010000000952501,BNPACNPA2A1,FR761254510000000952601,0.99,1,,,false,false,true
9526,2025-06-19T06:37:23.535Z,6114.74,USD,SWIFT,customer,589,company,265,FR,NG,,,,review,FONDS_SEIN_PAYS_TIER,96,dev-783227,SCA,,Rent,REF-402157,BARCNGLL2A1,FR769630610000000952601,PSSTFRPPXXX,FR767102910000000952701,1.05,0.8613,,false,false,true,,dev-783227,SCA,,Rent,REF-402157,BARCNGLL2A1,FR769630610000000952601,PSSTFRPPXXX,FR767102910000000952701,1.05,0.8613,,,false,false,true
9527,2025-06-12T06:37:23.535Z,6189.52,EUR,CARD,customer,759,customer,300,CH,AE,,,,normal,FONDS_SEIN_PAYS_TIER,85,dev-418479,3DS,5999,Gift,REF-962071,CCBPAELX0XX,FR768333910000000952701,PSSTCHLX2A1,FR769721110000000952801,0.85,1,false,false,false,true,,dev-418479,3DS,5999,Gift,REF-962071,CCBPAELX0XX,FR768333910000000952701,PSSTCHLX2A1,FR769721110000000952801,0.85,1,,false,false,false,true
9528,2025-08-21T06:37:23.535Z,104.26,EUR,CRYPTO,company,667,customer,928,US,IT,,false,,review,PBR_ATTACHED,7,dev-992531,SCA,,Invoice,REF-983484,SOGEITPA2A1,FR766374210000000952801,SOGEUSMM2A1,FR767250810000000952901,0.51,1,,false,false,true,,dev-992531,SCA,,Invoice,REF-983484,SOGEITPA2A1,FR766374210000000952801,SOGEUSMM2A1,FR767250810000000952901,0.51,1,false,,false,false,true
9529,2025-08-29T06:37:23.535Z,3728.4,EUR,SWIFT,customer,268,customer,48,AE,GB,,,,normal,FONDS_SEIN_PAYS_TIER,20,dev-612814,SCA,,Trade,REF-223662,BARCGBLX0XX,FR764691110000000952901,HSBCAEPA2A1,FR763792010000000953001,1.07,1,,false,false,true,,dev-612814,SCA,,Trade,REF-223662,BARCGBLX0XX,FR764691110000000952901,HSBCAEPA2A1,FR763792010000000953001,1.07,1,,,false,false,true
9530,2025-06-17T06:37:23.535Z,922.9,EUR,PSU-PSD2,customer,539,customer,984,IT,AE,FR,,,normal,FONDS_SEIN_PAYS_TIER;UTILISATION_CONNECTE,10,dev-949083,SCA,,Rent,REF-711063,DEUTAELLXXX,FR769427710000000953001,SOGEITLL0XX,FR769924810000000953101,2.26,1,,false,false,true,FR,dev-949083,SCA,,Rent,REF-711063,DEUTAELLXXX,FR769427710000000953001,SOGEITLL0XX,FR769924810000000953101,2.26,1,,,false,false,true
9531,2025-08-18T06:37:23.535Z,231.06,EUR,PSU-PSD2,customer,560,customer,868,LU,ES,ES,,,suspect,UTILISATION_CONNECTE,43,dev-189070,SCA,,Trade,REF-786454,CCBPESPP2A1,FR765562510000000953101,AGRIFLUP0XX,LU761762710000000953201,0.72,1,,false,false,true,ES,dev-189070,SCA,,Trade,REF-786454,CCBPESPP2A1,FR765562510000000953101,AGRIFLUP0XX,LU761762710000000953201,0.72,1,,,false,false,true
9532,2025-07-12T06:37:23.535Z,5179.97,USD,CARD,customer,36,company,398,ES,BE,,,,suspect,,57,dev-789132,3DS,5732,Rent,REF-984933,CITIBELL0XX,FR763746010000000953201,CITIESPPXXX,FR769325510000000953301,2.05,1.2936,false,false,false,true,,dev-789132,3DS,5732,Rent,REF-984933,CITIBELL0XX,FR763746010000000953201,CITIESPPXXX,FR769325510000000953301,2.05,1.2936,,false,false,false,true
9533,2025-09-06T06:37:23.535Z,5132.44,EUR,CASH,company,809,company,767,CH,CN,,,,review,FONDS_SEIN_PAYS_TIER,81,dev-904736,SCA,,Rent,REF-220831,AGRIFCNP2A1,FR765041410000000953301,BNPACHPPXXX,FR768045010000000953401,1.28,1,,false,false,true,,dev-904736,SCA,,Rent,REF-220831,AGRIFCNP2A1,FR765041410000000953301,BNPACHPPXXX,FR768045010000000953401,1.28,1,,,false,false,true
9534,2025-07-28T06:37:23.535Z,7824.2,EUR,CASH,company,159,customer,626,FR,IT,,,,normal,,59,dev-408703,SCA,,Invoice,REF-687409,DEUTITPA0XX,FR761794810000000953401,CCBPFRLXXXX,FR761074810000000953501,2.29,1,,false,false,true,,dev-408703,SCA,,Invoice,REF-687409,DEUTITPA0XX,FR761794810000000953401,CCBPFRLXXXX,FR761074810000000953501,2.29,1,,,false,false,true
9535,2025-08-31T06:37:23.535Z,2707.06,EUR,SWIFT,company,507,customer,678,NG,NG,,,,review,FONDS_SEIN_PAYS_TIER,57,dev-693166,SCA,,Salary,REF-298379,BNPANGPP0XX,FR766476910000000953501,DEUTNGLLXXX,FR768095110000000953601,2.51,1,,false,false,false,,dev-693166,SCA,,Salary,REF-298379,BNPANGPP0XX,FR766476910000000953501,DEUTNGLLXXX,FR768095110000000953601,2.51,1,,,false,false,false
9536,2025-08-26T06:37:23.535Z,5315.18,EUR,SEPA,company,857,company,124,CN,CH,,,,normal,FONDS_SEIN_PAYS_TIER,11,dev-903827,SCA,,Invoice,REF-978264,PSSTCHLL0XX,FR762059510000000953601,SOGECNMMXXX,FR764586910000000953701,1.23,1,,false,false,true,,dev-903827,SCA,,Invoice,REF-978264,PSSTCHLL0XX,FR762059510000000953601,SOGECNMMXXX,FR764586910000000953701,1.23,1,,,false,false,true
9537,2025-07-08T06:37:23.535Z,6132.72,EUR,CRYPTO,customer,359,company,304,IT,US,,true,,review,FONDS_SEIN_PAYS_TIER,66,dev-125381,SCA,,Trade,REF-161988,HSBCUSMM0XX,FR766897410000000953701,PSSTITMMXXX,FR762974810000000953801,1.88,1,,false,false,true,,dev-125381,SCA,,Trade,REF-161988,HSBCUSMM0XX,FR766897410000000953701,PSSTITMMXXX,FR762974810000000953801,1.88,1,true,,false,false,true
9538,2025-08-01T06:37:23.535Z,3611.77,CHF,SWIFT,customer,314,company,723,AE,LU,,,,review,,77,dev-876582,SCA,,Salary,REF-413826,BARCLULLXXX,LU762488010000000953801,AGRIFAEL2A1,FR764581110000000953901,2.00,0.9436,,false,false,true,,dev-876582,SCA,,Salary,REF-413826,BARCLULLXXX,LU762488010000000953801,AGRIFAEL2A1,FR764581110000000953901,2.00,0.9436,,,false,false,true
9539,2025-08-10T06:37:23.535Z,7098.68,GBP,SEPA,customer,63,company,91,CH,DE,,,,normal,,39,dev-705606,SCA,,Crypto,REF-842334,AGRIFDEPXXX,FR764168410000000953901,DEUTCHPA2A1,FR769063910000000954001,0.05,0.9965,,true,false,true,,dev-705606,SCA,,Crypto,REF-842334,AGRIFDEPXXX,FR764168410000000953901,DEUTCHPA2A1,FR769063910000000954001,0.05,0.9965,,,true,false,true
9540,2025-07-22T06:37:23.535Z,2476.79,EUR,SEPA,customer,969,company,136,FR,AE,,,,review,FONDS_SEIN_PAYS_TIER,68,dev-697710,SCA,,Invoice,REF-751502,HSBCAELLXXX,FR764947210000000954001,AGRIFFRLXXX,FR762832110000000954101,0.79,1,,false,false,true,,dev-697710,SCA,,Invoice,REF-751502,HSBCAELLXXX,FR764947210000000954001,AGRIFFRLXXX,FR762832110000000954101,0.79,1,,,false,false,true
9541,2025-08-13T06:37:23.535Z,5152.76,CHF,SEPA,customer,988,customer,899,FR,ES,,,,normal,,20,dev-558495,SCA,,Rent,REF-223064,BARCESMMXXX,FR766763810000000954101,SOGEFRMM2A1,FR766457110000000954201,2.79,0.8757,,true,false,true,,dev-558495,SCA,,Rent,REF-223064,BARCESMMXXX,FR766763810000000954101,SOGEFRMM2A1,FR766457110000000954201,2.79,0.8757,,,true,false,true
9542,2025-07-06T06:37:23.535Z,930.14,CHF,SEPA,company,616,customer,781,US,US,,,,review,FONDS_SEIN_PAYS_TIER,72,dev-831548,SCA,,Salary,REF-274464,DEUTUSPA0XX,FR766416510000000954201,HSBCUSPP0XX,FR769567410000000954301,0.96,1.0162,,true,false,false,,dev-831548,SCA,,Salary,REF-274464,DEUTUSPA0XX,FR766416510000000954201,HSBCUSPP0XX,FR769567410000000954301,0.96,1.0162,,,true,false,false
9543,2025-08-05T06:37:23.535Z,4947.85,EUR,PSU-PSD2,customer,3,company,411,BE,GB,ES,,,normal,FONDS_SEIN_PAYS_TIER;UTILISATION_CONNECTE,14,dev-657805,SCA,,Invoice,REF-724302,CCBPGBPA0XX,FR766127010000000954301,BARCBELX2A1,FR764087910000000954401,0.67,1,,false,false,true,ES,dev-657805,SCA,,Invoice,REF-724302,CCBPGBPA0XX,FR766127010000000954301,BARCBELX2A1,FR764087910000000954401,0.67,1,,,false,false,true
9544,2025-07-01T06:37:23.535Z,7802.19,GBP,SEPA,customer,414,customer,866,ES,NG,,,,suspect,FONDS_SEIN_PAYS_TIER,61,dev-780882,SCA,,Salary,REF-495604,SOGENGLX2A1,FR768258410000000954401,CCBPESPA0XX,FR763514810000000954501,2.83,0.8323,,true,false,true,,dev-780882,SCA,,Salary,REF-495604,SOGENGLX2A1,FR768258410000000954401,CCBPESPA0XX,FR763514810000000954501,2.83,0.8323,,,true,false,true
9545,2025-07-08T06:37:23.535Z,2678.29,EUR,SWIFT,customer,741,company,485,CH,ES,,,,review,,38,dev-119516,SCA,,Gift,REF-843972,DEUTESPP0XX,FR762292710000000954501,PSSTCHPAXXX,FR764805910000000954601,0.72,1,,false,false,true,,dev-119516,SCA,,Gift,REF-843972,DEUTESPP0XX,FR762292710000000954501,PSSTCHPAXXX,FR764805910000000954601,0.72,1,,,false,false,true
9546,2025-06-23T06:37:23.535Z,8886.05,USD,SEPA,customer,433,company,431,ES,BE,,,,suspect,,95,dev-597450,SCA,,Trade,REF-798852,DEUTBEPAXXX,FR768494210000000954601,PSSTESLL0XX,FR767611710000000954701,2.90,1.2469,,true,false,true,,dev-597450,SCA,,Trade,REF-798852,DEUTBEPAXXX,FR768494210000000954601,PSSTESLL0XX,FR767611710000000954701,2.90,1.2469,,,true,false,true
9547,2025-07-17T06:37:23.535Z,2867.75,EUR,PSU-PSD2,company,973,customer,805,NG,CH,ES,,,normal,FONDS_SEIN_PAYS_TIER;UTILISATION_CONNECTE,3,dev-262023,SCA,,Trade,REF-580510,BARCCHLL2A1,FR762253510000000954701,HSBCNGMM2A1,FR764596610000000954801,1.03,1,,false,false,true,ES,dev-262023,SCA,,Trade,REF-580510,BARCCHLL2A1,FR762253510000000954701,HSBCNGMM2A1,FR764596610000000954801,1.03,1,,,false,false,true
9548,2025-06-15T06:37:23.535Z,7704.13,CHF,SEPA,customer,615,company,126,US,DE,,,,review,,31,dev-554325,SCA,,Invoice,REF-727835,BARCDEPP0XX,FR768112210000000954801,CCBPUSMM2A1,FR768047010000000954901,2.81,1.265,,false,false,true,,dev-554325,SCA,,Invoice,REF-727835,BARCDEPP0XX,FR768112210000000954801,CCBPUSMM2A1,FR768047010000000954901,2.81,1.265,,,false,false,true
9549,2025-07-21T06:37:23.535Z,2902.54,CHF,CASH,company,20,customer,801,AE,US,,,,review,FONDS_SEIN_PAYS_TIER,76,dev-248992,SCA,,Rent,REF-987972,BARCUSLL2A1,FR769287310000000954901,CCBPAELX2A1,FR767080910000000955001,2.77,1.1495,,false,false,true,,dev-248992,SCA,,Rent,REF-987972,BARCUSLL2A1,FR769287310000000954901,CCBPAELX2A1,FR767080910000000955001,2.77,1.1495,,,false,false,true
9550,2025-08-31T06:37:23.535Z,8689.36,GBP,CARD,company,335,customer,737,GB,LU,,,,suspect,,64,dev-914879,3DS,6011,Salary,REF-385307,SOGELUPAXXX,LU761252010000000955001,HSBCGBMMXXX,FR762928210000000955101,2.87,0.8843,false,false,false,true,,dev-914879,3DS,6011,Salary,REF-385307,SOGELUPAXXX,LU761252010000000955001,HSBCGBMMXXX,FR762928210000000955101,2.87,0.8843,,false,false,false,true
9551,2025-08-11T06:37:23.535Z,5560.49,GBP,CARD,company,901,company,281,DE,ES,,,,review,,70,dev-342184,3DS,5732,Crypto,REF-967758,HSBCESPA0XX,FR768297610000000955101,AGRIFDEL2A1,FR769106110000000955201,1.07,1.3114,false,false,false,true,,dev-342184,3DS,5732,Crypto,REF-967758,HSBCESPA0XX,FR768297610000000955101,AGRIFDEL2A1,FR769106110000000955201,1.07,1.3114,,false,false,false,true
9552,2025-06-17T06:37:23.535Z,8537.69,EUR,CASH,customer,875,customer,701,FR,US,,,,normal,FONDS_SEIN_PAYS_TIER,30,dev-645560,SCA,,Crypto,REF-567420,DEUTUSPPXXX,FR766468510000000955201,BARCFRLL2A1,FR769100210000000955301,1.19,1,,false,false,true,,dev-645560,SCA,,Crypto,REF-567420,DEUTUSPPXXX,FR766468510000000955201,BARCFRLL2A1,FR769100210000000955301,1.19,1,,,false,false,true
9553,2025-08-30T06:37:23.535Z,4343,EUR,SEPA,customer,867,company,247,BE,CN,,,,suspect,FONDS_SEIN_PAYS_TIER,78,dev-246968,SCA,,Rent,REF-964184,DEUTCNLX2A1,FR763224210000000955301,PSSTBEPA0XX,FR764116310000000955401,2.24,1,,true,false,true,,dev-246968,SCA,,Rent,REF-964184,DEUTCNLX2A1,FR763224210000000955301,PSSTBEPA0XX,FR764116310000000955401,2.24,1,,,true,false,true
9554,2025-09-06T06:37:23.535Z,1434.75,EUR,CARD,customer,81,company,845,FR,IT,,,,review,,5,dev-363851,3DS,4829,Gift,REF-430873,BARCITPP2A1,FR765791010000000955401,CCBPFRPPXXX,FR767643810000000955501,1.43,1,true,false,false,true,,dev-363851,3DS,4829,Gift,REF-430873,BARCITPP2A1,FR765791010000000955401,CCBPFRPPXXX,FR767643810000000955501,1.43,1,,true,false,false,true
9555,2025-08-30T06:37:23.535Z,2691.55,USD,PSU-PSD2,company,371,company,646,BE,AE,FR,,,review,FONDS_SEIN_PAYS_TIER;UTILISATION_CONNECTE,80,dev-546308,SCA,,Gift,REF-754792,CCBPAELX2A1,FR768628510000000955501,DEUTBEPP0XX,FR762896310000000955601,1.65,0.9988,,false,false,true,FR,dev-546308,SCA,,Gift,REF-754792,CCBPAELX2A1,FR768628510000000955501,DEUTBEPP0XX,FR762896310000000955601,1.65,0.9988,,,false,false,true
9556,2025-09-03T06:37:23.535Z,6705.51,EUR,CASH,customer,24,customer,728,LU,NG,,,,review,FONDS_SEIN_PAYS_TIER,63,dev-411946,SCA,,Rent,REF-177760,CCBPNGPPXXX,FR769549610000000955601,HSBCLUMMXXX,LU767759210000000955701,2.92,1,,false,false,true,,dev-411946,SCA,,Rent,REF-177760,CCBPNGPPXXX,FR769549610000000955601,HSBCLUMMXXX,LU767759210000000955701,2.92,1,,,false,false,true
9557,2025-06-13T06:37:23.535Z,8770.19,EUR,CARD,company,114,company,631,GB,NG,,,,review,FONDS_SEIN_PAYS_TIER,80,dev-110290,3DS,5999,Trade,REF-804581,PSSTNGLL0XX,FR763959410000000955701,CITIGBPAXXX,FR763936910000000955801,1.48,1,false,false,false,true,,dev-110290,3DS,5999,Trade,REF-804581,PSSTNGLL0XX,FR763959410000000955701,CITIGBPAXXX,FR763936910000000955801,1.48,1,,false,false,false,true
9558,2025-08-12T06:37:23.535Z,8454.44,EUR,PSU-PSD2,company,65,customer,520,US,DE,GB,,,review,UTILISATION_CONNECTE,33,dev-744483,SCA,,Trade,REF-331819,HSBCDELL0XX,FR764255010000000955801,AGRIFUSP0XX,FR768604410000000955901,1.16,1,,false,false,true,GB,dev-744483,SCA,,Trade,REF-331819,HSBCDELL0XX,FR764255010000000955801,AGRIFUSP0XX,FR768604410000000955901,1.16,1,,,false,false,true
9559,2025-08-02T06:37:23.535Z,5876.43,EUR,CRYPTO,customer,390,customer,718,CN,AE,,true,,suspect,FONDS_SEIN_PAYS_TIER,85,dev-723080,SCA,,Gift,REF-515011,CCBPAEPAXXX,FR765972610000000955901,CCBPCNPA2A1,FR767499310000000956001,2.55,1,,false,false,true,,dev-723080,SCA,,Gift,REF-515011,CCBPAEPAXXX,FR765972610000000955901,CCBPCNPA2A1,FR767499310000000956001,2.55,1,true,,false,false,true
9560,2025-07-01T06:37:23.535Z,2267.85,USD,SEPA,company,81,customer,728,LU,IT,,,,review,,14,dev-641917,SCA,,Salary,REF-547320,BNPAITMMXXX,FR767498710000000956001,CCBPLUMMXXX,LU768441110000000956101,0.20,0.9274,,false,false,true,,dev-641917,SCA,,Salary,REF-547320,BNPAITMMXXX,FR767498710000000956001,CCBPLUMMXXX,LU768441110000000956101,0.20,0.9274,,,false,false,true
9561,2025-06-29T06:37:23.535Z,2006.66,USD,CASH,customer,999,company,246,NG,ES,,,,review,,40,dev-523243,SCA,,Crypto,REF-402183,AGRIFESPXXX,FR765740510000000956101,BNPANGLXXXX,FR769247710000000956201,1.10,1.082,,false,false,true,,dev-523243,SCA,,Crypto,REF-402183,AGRIFESPXXX,FR765740510000000956101,BNPANGLXXXX,FR769247710000000956201,1.10,1.082,,,false,false,true
9562,2025-07-29T06:37:23.535Z,6848.19,GBP,CARD,customer,238,customer,402,AE,CN,,,,normal,FONDS_SEIN_PAYS_TIER,81,dev-993098,3DS,5999,Invoice,REF-141262,BNPACNLL0XX,FR761779010000000956201,CITIAELX2A1,FR765881110000000956301,1.78,0.8919,false,false,false,true,,dev-993098,3DS,5999,Invoice,REF-141262,BNPACNLL0XX,FR761779010000000956201,CITIAELX2A1,FR765881110000000956301,1.78,0.8919,,false,false,false,true
9563,2025-08-29T06:37:23.535Z,6496.28,EUR,CRYPTO,company,857,customer,376,CN,ES,,false,,review,PBR_ATTACHED,67,dev-992345,SCA,,Crypto,REF-212670,BNPAESMMXXX,FR767259910000000956301,SOGECNPA2A1,FR767013710000000956401,1.38,1,,false,false,true,,dev-992345,SCA,,Crypto,REF-212670,BNPAESMMXXX,FR767259910000000956301,SOGECNPA2A1,FR767013710000000956401,1.38,1,false,,false,false,true
9564,2025-07-24T06:37:23.535Z,2705.47,CHF,SEPA,company,41,company,292,CH,IT,,,,suspect,,1,dev-236594,SCA,,Invoice,REF-945459,HSBCITLX0XX,FR768518310000000956401,DEUTCHPA2A1,FR765967610000000956501,0.94,1.3773,,false,false,true,,dev-236594,SCA,,Invoice,REF-945459,HSBCITLX0XX,FR768518310000000956401,DEUTCHPA2A1,FR765967610000000956501,0.94,1.3773,,,false,false,true
9565,2025-07-12T06:37:23.535Z,7925.19,USD,CASH,company,957,customer,904,ES,NG,,,,normal,FONDS_SEIN_PAYS_TIER,9,dev-736486,SCA,,Crypto,REF-894182,CCBPNGMM2A1,FR769260110000000956501,BNPAESLXXXX,FR769998410000000956601,0.19,1.3105,,false,false,true,,dev-736486,SCA,,Crypto,REF-894182,CCBPNGMM2A1,FR769260110000000956501,BNPAESLXXXX,FR769998410000000956601,0.19,1.3105,,,false,false,true
9566,2025-07-03T06:37:23.535Z,7438.25,EUR,CASH,customer,118,company,367,US,FR,,,,review,,45,dev-172173,SCA,,Crypto,REF-234025,BARCFRPPXXX,FR769679910000000956601,BNPAUSLL2A1,FR765350910000000956701,2.74,1,,false,false,true,,dev-172173,SCA,,Crypto,REF-234025,BARCFRPPXXX,FR769679910000000956601,BNPAUSLL2A1,FR765350910000000956701,2.74,1,,,false,false,true
9567,2025-08-24T06:37:23.535Z,6938.72,GBP,CARD,company,67,company,271,LU,CH,,,,review,FONDS_SEIN_PAYS_TIER,28,dev-546931,3DS,5732,Crypto,REF-694275,BARCCHPA0XX,FR768680910000000956701,BNPALULL0XX,LU769857210000000956801,2.45,0.9083,false,false,false,true,,dev-546931,3DS,5732,Crypto,REF-694275,BARCCHPA0XX,FR768680910000000956701,BNPALULL0XX,LU769857210000000956801,2.45,0.9083,,false,false,false,true
9568,2025-07-14T06:37:23.535Z,2127.01,CHF,CRYPTO,company,536,customer,399,DE,BE,,true,,suspect,,79,dev-608472,SCA,,Gift,REF-488837,AGRIFBEP2A1,FR764500910000000956801,DEUTDELX2A1,FR762128310000000956901,2.28,1.3512,,false,false,true,,dev-608472,SCA,,Gift,REF-488837,AGRIFBEP2A1,FR764500910000000956801,DEUTDELX2A1,FR762128310000000956901,2.28,1.3512,true,,false,false,true
9569,2025-06-15T06:37:23.535Z,7537.96,CHF,PSU-PSD2,customer,925,company,840,AE,GB,FR,,,normal,FONDS_SEIN_PAYS_TIER;UTILISATION_CONNECTE,63,dev-331924,SCA,,Crypto,REF-159835,CITIGBMM0XX,FR765686710000000956901,BNPAAELX0XX,FR768663010000000957001,0.05,1.2943,,false,false,true,FR,dev-331924,SCA,,Crypto,REF-159835,CITIGBMM0XX,FR765686710000000956901,BNPAAELX0XX,FR768663010000000957001,0.05,1.2943,,,false,false,true
9570,2025-08-27T06:37:23.535Z,4428.29,EUR,PSU-PSD2,company,368,customer,7,FR,ES,DE,,,normal,UTILISATION_CONNECTE,30,dev-134472,SCA,,Invoice,REF-931237,CITIESLX0XX,FR764626210000000957001,PSSTFRLL0XX,FR768275810000000957101,0.56,1,,false,false,true,DE,dev-134472,SCA,,Invoice,REF-931237,CITIESLX0XX,FR764626210000000957001,PSSTFRLL0XX,FR768275810000000957101,0.56,1,,,false,false,true
9571,2025-08-27T06:37:23.535Z,1338.96,EUR,SEPA,customer,329,customer,117,IT,BE,,,,normal,,89,dev-250383,SCA,,Rent,REF-390903,BNPABEPP2A1,FR763323110000000957101,CCBPITPA0XX,FR767825710000000957201,2.36,1,,false,false,true,,dev-250383,SCA,,Rent,REF-390903,BNPABEPP2A1,FR763323110000000957101,CCBPITPA0XX,FR767825710000000957201,2.36,1,,,false,false,true
9572,2025-07-03T06:37:23.535Z,3961.51,EUR,CRYPTO,customer,348,customer,534,LU,FR,,true,,review,,19,dev-158659,SCA,,Rent,REF-417674,PSSTFRLLXXX,FR768654110000000957201,HSBCLUMMXXX,LU768376310000000957301,1.61,1,,false,false,true,,dev-158659,SCA,,Rent,REF-417674,PSSTFRLLXXX,FR768654110000000957201,HSBCLUMMXXX,LU768376310000000957301,1.61,1,true,,false,false,true
