customer_id,name,country,created_at,kyc_updated_at,risk_score,account_iban,customer_segment,employment_status,annual_income_eur,kyc_review_date,residency_status,source_of_funds,onboarding_channel,last_login_ip_country,account_iban,customer_segment,employment_status,annual_income_eur,kyc_review_date,residency_status,source_of_funds,onboarding_channel,last_login_ip_country
507,,FR,2024-01-02,,13,FR765613910000000050701,Retail,Student,29799,2023-12-22,Resident,Business income,Online,FR,FR765613910000000050701,Retail,Student,29799,2023-12-22,Resident,Business income,Online,FR
508,,FR,2024-07-13,,44,FR764243710000000050801,Private,Salaried,71557,2024-12-10,Resident,Savings,Online,DE,FR764243710000000050801,Private,Salaried,71557,2024-12-10,Resident,Savings,Online,DE
509,,LU,2025-07-01,,80,FR761284610000000050901,Private,Student,29898,2023-06-02,Non-Resident,Business income,Branch,ES,FR761284610000000050901,Private,Student,29898,2023-06-02,Non-Resident,Business income,Branch,ES
510,,FR,2024-09-06,,84,FR769671810000000051001,Premium,Student,105148,2023-04-30,Resident,Salary,Branch,GB,FR769671810000000051001,Premium,Student,105148,2023-04-30,Resident,Salary,Branch,GB
511,,FR,2025-06-28,,15,FR767216910000000051101,Premium,Salaried,105795,2023-05-11,Resident,Salary,Branch,GB,FR767216910000000051101,Premium,Salaried,105795,2023-05-11,Resident,Salary,Branch,GB
512,,ES,2023-08-12,,99,FR769387710000000051201,Retail,Self-Employed,120784,2023-04-27,Non-Resident,Business income,Online,ES,FR769387710000000051201,Retail,Self-Employed,120784,2023-04-27,Non-Resident,Business income,Online,ES
513,,IT,2024-09-13,,33,FR766209110000000051301,Private,Salaried,31401,2024-06-17,Non-Resident,Savings,Branch,FR,FR766209110000000051301,Private,Salaried,31401,2024-06-17,Non-Resident,Savings,Branch,FR
514,,BE,2025-05-13,,46,FR763910710000000051401,Premium,Retired,59994,2025-01-17,Non-Resident,Savings,Branch,GB,FR763910710000000051401,Premium,Retired,59994,2025-01-17,Non-Resident,Savings,Branch,GB
515,,BE,2025-05-28,,54,FR761510810000000051501,Private,Salaried,122657,2024-02-18,Non-Resident,Salary,Online,FR,FR761510810000000051501,Private,Salaried,122657,2024-02-18,Non-Resident,Salary,Online,FR
516,,ES,2024-11-05,,40,FR765888210000000051601,Private,Retired,118102,2024-02-24,Non-Resident,Savings,Online,GB,FR765888210000000051601,Private,Retired,118102,2024-02-24,Non-Resident,Savings,Online,GB
517,,LU,2023-07-14,,64,FR766751110000000051701,Private,Salaried,85195,2024-02-14,Non-Resident,Business income,Branch,ES,FR766751110000000051701,Private,Salaried,85195,2024-02-14,Non-Resident,Business income,Branch,ES
518,,FR,2023-12-17,,12,FR768099510000000051801,Premium,Salaried,49110,2023-07-01,Resident,Salary,Online,ES,FR768099510000000051801,Premium,Salaried,49110,2023-07-01,Resident,Salary,Online,ES
519,,FR,2023-12-06,,52,FR762012610000000051901,Retail,Salaried,113845,2025-03-01,Resident,Savings,Branch,DE,FR762012610000000051901,Retail,Salaried,113845,2025-03-01,Resident,Savings,Branch,DE
520,,FR,2025-07-09,,11,FR763020310000000052001,Premium,Retired,74881,2024-04-20,Resident,Savings,Branch,FR,FR763020310000000052001,Premium,Retired,74881,2024-04-20,Resident,Savings,Branch,FR
521,,DE,2023-08-11,,76,FR761300510000000052101,Retail,Student,88420,2024-11-11,Non-Resident,Savings,Branch,GB,FR761300510000000052101,Retail,Student,88420,2024-11-11,Non-Resident,Savings,Branch,GB
522,,BE,2023-02-27,,14,FR763350910000000052201,Private,Retired,46059,2024-11-05,Non-Resident,Salary,Online,DE,FR763350910000000052201,Private,Retired,46059,2024-11-05,Non-Resident,Salary,Online,DE
523,,FR,2025-01-31,,80,FR768744710000000052301,Premium,Retired,48428,2023-08-08,Resident,Savings,Branch,ES,FR768744710000000052301,Premium,Retired,48428,2023-08-08,Resident,Savings,Branch,ES
524,,FR,2023-04-15,,9,FR768685710000000052401,Private,Self-Employed,90647,2023-08-25,Resident,Savings,Branch,GB,FR768685710000000052401,Private,Self-Employed,90647,2023-08-25,Resident,Savings,Branch,GB
525,,FR,2025-08-06,,23,FR765982310000000052501,Premium,Self-Employed,43916,2023-10-28,Resident,Salary,Online,DE,FR765982310000000052501,Premium,Self-Employed,43916,2023-10-28,Resident,Salary,Online,DE
526,,BE,2023-03-17,,97,FR768357010000000052601,Private,Retired,99750,2024-05-19,Non-Resident,Business income,Online,GB,FR768357010000000052601,Private,Retired,99750,2024-05-19,Non-Resident,Business income,Online,GB
527,,FR,2023-07-15,,77,FR764896010000000052701,Premium,Self-Employed,111435,2023-04-28,Resident,Salary,Branch,GB,FR764896010000000052701,Premium,Self-Employed,111435,2023-04-28,Resident,Salary,Branch,GB
528,,FR,2024-05-30,,78,FR762555510000000052801,Premium,Salaried,39929,2024-07-14,Resident,Salary,Branch,ES,FR762555510000000052801,Premium,Salaried,39929,2024-07-14,Resident,Salary,Branch,ES
529,,BE,2024-04-10,,76,FR761396810000000052901,Premium,Self-Employed,116011,2025-04-03,Non-Resident,Business income,Online,DE,FR761396810000000052901,Premium,Self-Employed,116011,2025-04-03,Non-Resident,Business income,Online,DE
530,,BE,2024-12-05,,77,FR764432810000000053001,Private,Salaried,119472,2023-07-21,Non-Resident,Salary,Branch,DE,FR764432810000000053001,Private,Salaried,119472,2023-07-21,Non-Resident,Salary,Branch,DE
531,,FR,2024-01-17,,75,FR766413010000000053101,Private,Retired,40452,2023-06-08,Resident,Savings,Online,FR,FR766413010000000053101,Private,Retired,40452,2023-06-08,Resident,Savings,Online,FR
532,,FR,2024-01-25,,83,FR767308410000000053201,Premium,Salaried,117600,2024-07-09,Resident,Savings,Online,GB,FR767308410000000053201,Premium,Salaried,117600,2024-07-09,Resident,Savings,Online,GB
533,,ES,2025-03-20,,29,FR768437610000000053301,Retail,Salaried,50251,2024-03-29,Non-Resident,Salary,Branch,GB,FR768437610000000053301,Retail,Salaried,50251,2024-03-29,Non-Resident,Salary,Branch,GB
534,,DE,2024-09-28,,30,FR763971110000000053401,Private,Self-Employed,82226,2024-11-18,Non-Resident,Salary,Branch,ES,FR763971110000000053401,Private,Self-Employed,82226,2024-11-18,Non-Resident,Salary,Branch,ES
535,,FR,2023-07-07,,99,FR765800710000000053501,Private,Self-Employed,120005,2024-09-06,Resident,Salary,Branch,ES,FR765800710000000053501,Private,Self-Employed,120005,2024-09-06,Resident,Salary,Branch,ES
536,,FR,2024-03-24,,20,FR768624510000000053601,Private,Salaried,82977,2025-07-09,Resident,Savings,Online,GB,FR768624510000000053601,Private,Salaried,82977,2025-07-09,Resident,Savings,Online,GB
537,,FR,2023-05-12,,45,FR767512710000000053701,Premium,Retired,65329,2024-02-07,Resident,Salary,Online,GB,FR767512710000000053701,Premium,Retired,65329,2024-02-07,Resident,Salary,Online,GB
538,,FR,2024-08-11,,81,FR768829610000000053801,Private,Self-Employed,21028,2024-09-29,Resident,Salary,Branch,ES,FR768829610000000053801,Private,Self-Employed,21028,2024-09-29,Resident,Salary,Branch,ES
539,,IT,2022-12-17,,11,FR762203710000000053901,Retail,Self-Employed,95050,2024-09-24,Non-Resident,Salary,Branch,FR,FR762203710000000053901,Retail,Self-Employed,95050,2024-09-24,Non-Resident,Salary,Branch,FR
540,,IT,2024-11-18,,30,FR763186910000000054001,Premium,Salaried,123544,2025-04-02,Non-Resident,Savings,Online,GB,FR763186910000000054001,Premium,Salaried,123544,2025-04-02,Non-Resident,Savings,Online,GB
541,,FR,2024-04-06,,98,FR766056610000000054101,Premium,Salaried,62620,2025-07-23,Resident,Savings,Online,FR,FR766056610000000054101,Premium,Salaried,62620,2025-07-23,Resident,Savings,Online,FR
542,,LU,2025-05-03,,47,FR765069610000000054201,Private,Student,94431,2024-07-27,Non-Resident,Salary,Online,ES,FR765069610000000054201,Private,Student,94431,2024-07-27,Non-Resident,Salary,Online,ES
543,,IT,2024-09-08,,74,FR765891110000000054301,Private,Student,74144,2023-05-27,Non-Resident,Salary,Branch,ES,FR765891110000000054301,Private,Student,74144,2023-05-27,Non-Resident,Salary,Branch,ES
544,,ES,2023-12-17,,88,FR761429510000000054401,Private,Retired,139704,2023-12-16,Non-Resident,Savings,Online,FR,FR761429510000000054401,Private,Retired,139704,2023-12-16,Non-Resident,Savings,Online,FR
545,,LU,2022-12-16,,53,FR764387510000000054501,Premium,Retired,115199,2025-01-21,Non-Resident,Salary,Online,FR,FR764387510000000054501,Premium,Retired,115199,2025-01-21,Non-Resident,Salary,Online,FR
546,,ES,2025-01-17,,19,FR768759910000000054601,Premium,Salaried,23995,2025-05-23,Non-Resident,Salary,Online,ES,FR768759910000000054601,Premium,Salaried,23995,2025-05-23,Non-Resident,Salary,Online,ES
547,,FR,2025-03-14,,7,FR763016110000000054701,Premium,Salaried,45774,2023-12-12,Resident,Salary,Online,GB,FR763016110000000054701,Premium,Salaried,45774,2023-12-12,Resident,Salary,Online,GB
548,,FR,2024-01-12,,41,FR764524510000000054801,Premium,Salaried,139947,2024-05-16,Resident,Savings,Online,ES,FR764524510000000054801,Premium,Salaried,139947,2024-05-16,Resident,Savings,Online,ES
549,,IT,2023-06-13,,17,FR767741110000000054901,Premium,Retired,78472,2025-09-08,Non-Resident,Business income,Online,GB,FR767741110000000054901,Premium,Retired,78472,2025-09-08,Non-Resident,Business income,Online,GB
550,,DE,2023-04-30,,5,FR764910510000000055001,Private,Salaried,108677,2024-08-04,Non-Resident,Business income,Online,DE,FR764910510000000055001,Private,Salaried,108677,2024-08-04,Non-Resident,Business income,Online,DE
551,,FR,2025-03-27,,94,FR769701710000000055101,Retail,Retired,53752,2025-01-01,Resident,Savings,Branch,GB,FR769701710000000055101,Retail,Retired,53752,2025-01-01,Resident,Savings,Branch,GB
552,,DE,2023-10-07,,92,FR767347210000000055201,Premium,Salaried,57781,2025-04-28,Non-Resident,Savings,Online,GB,FR767347210000000055201,Premium,Salaried,57781,2025-04-28,Non-Resident,Savings,Online,GB
553,,LU,2025-07-30,,22,FR763549210000000055301,Retail,Salaried,105311,2025-06-01,Non-Resident,Business income,Branch,DE,FR763549210000000055301,Retail,Salaried,105311,2025-06-01,Non-Resident,Business income,Branch,DE
554,,IT,2023-12-23,,66,FR764614810000000055401,Premium,Retired,113597,2024-01-05,Non-Resident,Salary,Online,ES,FR764614810000000055401,Premium,Retired,113597,2024-01-05,Non-Resident,Salary,Online,ES
555,,LU,2024-03-18,,49,FR762423910000000055501,Private,Salaried,32245,2025-09-09,Non-Resident,Business income,Online,FR,FR762423910000000055501,Private,Salaried,32245,2025-09-09,Non-Resident,Business income,Online,FR
556,,DE,2023-05-27,,43,FR769358310000000055601,Retail,Salaried,32788,2023-08-15,Non-Resident,Salary,Online,GB,FR769358310000000055601,Retail,Salaried,32788,2023-08-15,Non-Resident,Salary,Online,GB
557,,LU,2025-08-06,,30,FR763788910000000055701,Retail,Salaried,45947,2024-06-13,Non-Resident,Savings,Online,DE,FR763788910000000055701,Retail,Salaried,45947,2024-06-13,Non-Resident,Savings,Online,DE
558,,IT,2024-06-12,,79,FR762480210000000055801,Private,Student,81893,2023-05-10,Non-Resident,Savings,Online,GB,FR762480210000000055801,Private,Student,81893,2023-05-10,Non-Resident,Savings,Online,GB
559,,DE,2024-01-03,,53,FR769350610000000055901,Private,Retired,138737,2023-10-26,Non-Resident,Salary,Online,ES,FR769350610000000055901,Private,Retired,138737,2023-10-26,Non-Resident,Salary,Online,ES
560,,ES,2025-06-12,,44,FR765073810000000056001,Retail,Retired,106631,2024-08-18,Non-Resident,Business income,Online,DE,FR765073810000000056001,Retail,Retired,106631,2024-08-18,Non-Resident,Business income,Online,DE
561,,IT,2023-10-03,,68,FR766859410000000056101,Private,Retired,29091,2023-12-08,Non-Resident,Salary,Branch,ES,FR766859410000000056101,Private,Retired,29091,2023-12-08,Non-Resident,Salary,Branch,ES
562,,ES,2024-09-08,,37,FR769276710000000056201,Retail,Salaried,29276,2023-12-18,Non-Resident,Business income,Online,ES,FR769276710000000056201,Retail,Salaried,29276,2023-12-18,Non-Resident,Business income,Online,ES
563,,LU,2025-07-22,,64,FR761249310000000056301,Private,Salaried,57195,2024-11-30,Non-Resident,Salary,Online,ES,FR761249310000000056301,Private,Salaried,57195,2024-11-30,Non-Resident,Salary,Online,ES
564,,FR,2024-07-21,,62,FR763308210000000056401,Retail,Student,58819,2024-02-03,Resident,Savings,Branch,DE,FR763308210000000056401,Retail,Student,58819,2024-02-03,Resident,Savings,Branch,DE
565,,LU,2024-10-01,,24,FR767192710000000056501,Retail,Student,56459,2023-05-25,Non-Resident,Savings,Branch,ES,FR767192710000000056501,Retail,Student,56459,2023-05-25,Non-Resident,Savings,Branch,ES
566,,IT,2023-05-31,,73,FR769920910000000056601,Private,Self-Employed,43224,2025-04-14,Non-Resident,Business income,Branch,FR,FR769920910000000056601,Private,Self-Employed,43224,2025-04-14,Non-Resident,Business income,Branch,FR
567,,FR,2024-10-18,,55,FR763641510000000056701,Retail,Retired,111176,2024-09-04,Resident,Savings,Branch,DE,FR763641510000000056701,Retail,Retired,111176,2024-09-04,Resident,Savings,Branch,DE
568,,FR,2024-12-11,,0,FR763991810000000056801,Premium,Salaried,121648,2023-11-09,Resident,Salary,Branch,DE,FR763991810000000056801,Premium,Salaried,121648,2023-11-09,Resident,Salary,Branch,DE
569,,LU,2023-09-16,,69,FR761327610000000056901,Premium,Self-Employed,132863,2023-08-22,Non-Resident,Savings,Branch,GB,FR761327610000000056901,Premium,Self-Employed,132863,2023-08-22,Non-Resident,Savings,Branch,GB
570,,LU,2023-02-24,,96,FR765801810000000057001,Premium,Retired,52909,2023-07-31,Non-Resident,Salary,Online,DE,FR765801810000000057001,Premium,Retired,52909,2023-07-31,Non-Resident,Salary,Online,DE
571,,DE,2025-05-11,,32,FR769953710000000057101,Private,Retired,90317,2023-10-01,Non-Resident,Savings,Online,FR,FR769953710000000057101,Private,Retired,90317,2023-10-01,Non-Resident,Savings,Online,FR
572,,DE,2024-05-31,,93,FR767760910000000057201,Retail,Salaried,60296,2024-08-25,Non-Resident,Savings,Online,GB,FR767760910000000057201,Retail,Salaried,60296,2024-08-25,Non-Resident,Savings,Online,GB
573,,BE,2024-08-26,,80,FR765774110000000057301,Private,Salaried,131969,2024-12-09,Non-Resident,Salary,Branch,ES,FR765774110000000057301,Private,Salaried,131969,2024-12-09,Non-Resident,Salary,Branch,ES
574,,BE,2025-06-20,,1,FR763165210000000057401,Premium,Salaried,20444,2024-01-24,Non-Resident,Savings,Online,DE,FR763165210000000057401,Premium,Salaried,20444,2024-01-24,Non-Resident,Savings,Online,DE
575,,ES,2023-11-22,,10,FR769567910000000057501,Private,Self-Employed,75516,2023-08-15,Non-Resident,Business income,Branch,ES,FR769567910000000057501,Private,Self-Employed,75516,2023-08-15,Non-Resident,Business income,Branch,ES
576,,FR,2025-02-27,,38,FR765364110000000057601,Private,Retired,80493,2025-08-07,Resident,Salary,Branch,GB,FR765364110000000057601,Private,Retired,80493,2025-08-07,Resident,Salary,Branch,GB
577,,FR,2023-07-28,,23,FR768864810000000057701,Retail,Salaried,102595,2025-07-15,Resident,Business income,Branch,DE,FR768864810000000057701,Retail,Salaried,102595,2025-07-15,Resident,Business income,Branch,DE
578,,ES,2025-01-28,,91,FR765664610000000057801,Retail,Retired,27447,2023-10-05,Non-Resident,Business income,Online,GB,FR765664610000000057801,Retail,Retired,27447,2023-10-05,Non-Resident,Business income,Online,GB
579,,IT,2024-09-30,,71,FR761166810000000057901,Retail,Salaried,64962,2024-06-09,Non-Resident,Business income,Branch,DE,FR761166810000000057901,Retail,Salaried,64962,2024-06-09,Non-Resident,Business income,Branch,DE
580,,DE,2024-02-01,,35,FR763293710000000058001,Private,Student,41821,2025-01-27,Non-Resident,Business income,Branch,ES,FR763293710000000058001,Private,Student,41821,2025-01-27,Non-Resident,Business income,Branch,ES
581,,DE,2023-03-16,,26,FR768362010000000058101,Private,Retired,132098,2024-01-22,Non-Resident,Salary,Online,FR,FR768362010000000058101,Private,Retired,132098,2024-01-22,Non-Resident,Salary,Online,FR
582,,DE,2024-03-26,,81,FR763497010000000058201,Premium,Salaried,93542,2023-07-25,Non-Resident,Savings,Branch,DE,FR763497010000000058201,Premium,Salaried,93542,2023-07-25,Non-Resident,Savings,Branch,DE
583,,BE,2025-07-26,,69,FR767775910000000058301,Retail,Salaried,64531,2025-05-20,Non-Resident,Salary,Online,DE,FR767775910000000058301,Retail,Salaried,64531,2025-05-20,Non-Resident,Salary,Online,DE
584,,FR,2025-01-24,,46,FR763328310000000058401,Private,Self-Employed,119668,2024-12-30,Resident,Salary,Online,ES,FR763328310000000058401,Private,Self-Employed,119668,2024-12-30,Resident,Salary,Online,ES
585,,IT,2025-07-21,,67,FR768136610000000058501,Retail,Self-Employed,29444,2023-09-14,Non-Resident,Savings,Branch,GB,FR768136610000000058501,Retail,Self-Employed,29444,2023-09-14,Non-Resident,Savings,Branch,GB
586,,FR,2024-03-06,,26,FR767727710000000058601,Premium,Salaried,21531,2024-07-04,Resident,Salary,Online,GB,FR767727710000000058601,Premium,Salaried,21531,2024-07-04,Resident,Salary,Online,GB
587,,FR,2023-03-03,,54,FR765943010000000058701,Retail,Student,68354,2023-06-15,Resident,Salary,Online,GB,FR765943010000000058701,Retail,Student,68354,2023-06-15,Resident,Salary,Online,GB
588,,DE,2024-01-21,,34,FR763617610000000058801,Premium,Student,108580,2023-05-18,Non-Resident,Savings,Online,ES,FR763617610000000058801,Premium,Student,108580,2023-05-18,Non-Resident,Savings,Online,ES
589,,FR,2023-09-08,,16,FR762616110000000058901,Premium,Self-Employed,35429,2024-01-26,Resident,Business income,Branch,FR,FR762616110000000058901,Premium,Self-Employed,35429,2024-01-26,Resident,Business income,Branch,FR
590,,ES,2025-03-09,,9,FR761325510000000059001,Private,Self-Employed,70470,2025-06-23,Non-Resident,Salary,Branch,ES,FR761325510000000059001,Private,Self-Employed,70470,2025-06-23,Non-Resident,Salary,Branch,ES
591,,FR,2025-03-04,,58,FR763513810000000059101,Premium,Retired,94799,2023-04-03,Resident,Salary,Online,GB,FR763513810000000059101,Premium,Retired,94799,2023-04-03,Resident,Salary,Online,GB
592,,ES,2023-07-03,,57,FR764235510000000059201,Retail,Retired,108557,2024-11-30,Non-Resident,Salary,Branch,ES,FR764235510000000059201,Retail,Retired,108557,2024-11-30,Non-Resident,Salary,Branch,ES
593,,ES,2024-12-19,,19,FR768631610000000059301,Retail,Student,113304,2023-11-16,Non-Resident,Salary,Branch,GB,FR768631610000000059301,Retail,Student,113304,2023-11-16,Non-Resident,Salary,Branch,GB
594,,LU,2024-05-03,,11,FR767855710000000059401,Premium,Retired,24837,2023-04-22,Non-Resident,Business income,Online,GB,FR767855710000000059401,Premium,Retired,24837,2023-04-22,Non-Resident,Business income,Online,GB
595,,FR,2023-03-31,,54,FR767532610000000059501,Retail,Retired,72221,2023-07-17,Resident,Business income,Branch,ES,FR767532610000000059501,Retail,Retired,72221,2023-07-17,Resident,Business income,Branch,ES
596,,DE,2023-03-11,,82,FR768381010000000059601,Retail,Salaried,25239,2024-06-05,Non-Resident,Savings,Branch,ES,FR768381010000000059601,Retail,Salaried,25239,2024-06-05,Non-Resident,Savings,Branch,ES
597,,FR,2024-03-12,,80,FR763140610000000059701,Private,Retired,42026,2024-11-14,Resident,Business income,Branch,DE,FR763140610000000059701,Private,Retired,42026,2024-11-14,Resident,Business income,Branch,DE
598,,IT,2025-07-28,,41,FR764036910000000059801,Premium,Self-Employed,98621,2023-03-27,Non-Resident,Savings,Branch,FR,FR764036910000000059801,Premium,Self-Employed,98621,2023-03-27,Non-Resident,Savings,Branch,FR
599,,FR,2023-12-10,,54,FR765927610000000059901,Retail,Salaried,57630,2023-07-30,Resident,Savings,Online,GB,FR765927610000000059901,Retail,Salaried,57630,2023-07-30,Resident,Savings,Online,GB
600,,BE,2025-07-20,,61,FR765556910000000060001,Private,Student,73105,2025-06-25,Non-Resident,Savings,Branch,DE,FR765556910000000060001,Private,Student,73105,2025-06-25,Non-Resident,Savings,Branch,DE
601,,DE,2025-02-25,,62,FR765968610000000060101,Retail,Retired,125509,2024-08-22,Non-Resident,Salary,Online,DE,FR765968610000000060101,Retail,Retired,125509,2024-08-22,Non-Resident,Salary,Online,DE
602,,FR,2025-01-10,,62,FR767205310000000060201,Premium,Self-Employed,70882,2024-08-25,Resident,Salary,Online,FR,FR767205310000000060201,Premium,Self-Employed,70882,2024-08-25,Resident,Salary,Online,FR
603,,IT,2024-11-14,,65,FR765539610000000060301,Private,Salaried,24603,2024-05-02,Non-Resident,Salary,Online,GB,FR765539610000000060301,Private,Salaried,24603,2024-05-02,Non-Resident,Salary,Online,GB
604,,ES,2023-03-14,,72,FR764310810000000060401,Private,Salaried,95389,2023-07-15,Non-Resident,Business income,Online,DE,FR764310810000000060401,Private,Salaried,95389,2023-07-15,Non-Resident,Business income,Online,DE
605,,ES,2023-01-01,,56,FR762936210000000060501,Private,Salaried,97934,2023-06-17,Non-Resident,Business income,Branch,ES,FR762936210000000060501,Private,Salaried,97934,2023-06-17,Non-Resident,Business income,Branch,ES
606,,DE,2023-12-28,,85,FR763685910000000060601,Retail,Self-Employed,24815,2023-07-01,Non-Resident,Salary,Branch,FR,FR763685910000000060601,Retail,Self-Employed,24815,2023-07-01,Non-Resident,Salary,Branch,FR
607,,FR,2023-09-21,,93,FR762444710000000060701,Retail,Student,56158,2025-02-13,Resident,Salary,Online,DE,FR762444710000000060701,Retail,Student,56158,2025-02-13,Resident,Salary,Online,DE
608,,DE,2024-01-17,,47,FR766106810000000060801,Private,Retired,129406,2023-07-03,Non-Resident,Business income,Branch,GB,FR766106810000000060801,Private,Retired,129406,2023-07-03,Non-Resident,Business income,Branch,GB
609,,LU,2024-02-26,,55,FR763636010000000060901,Premium,Salaried,26801,2023-08-04,Non-Resident,Salary,Online,ES,FR763636010000000060901,Premium,Salaried,26801,2023-08-04,Non-Resident,Salary,Online,ES
610,,IT,2023-01-19,,76,FR767845810000000061001,Premium,Self-Employed,28287,2025-05-04,Non-Resident,Savings,Branch,ES,FR767845810000000061001,Premium,Self-Employed,28287,2025-05-04,Non-Resident,Savings,Branch,ES
611,,ES,2024-04-25,,94,FR766404110000000061101,Premium,Student,30081,2024-08-27,Non-Resident,Salary,Online,GB,FR766404110000000061101,Premium,Student,30081,2024-08-27,Non-Resident,Salary,Online,GB
612,,BE,2025-03-20,,11,FR761977410000000061201,Premium,Student,101278,2023-05-15,Non-Resident,Savings,Online,FR,FR761977410000000061201,Premium,Student,101278,2023-05-15,Non-Resident,Savings,Online,FR
613,,BE,2025-01-07,,33,FR761726010000000061301,Retail,Self-Employed,35364,2023-09-03,Non-Resident,Business income,Branch,GB,FR761726010000000061301,Retail,Self-Employed,35364,2023-09-03,Non-Resident,Business income,Branch,GB
614,,FR,2023-10-27,,45,FR769936310000000061401,Premium,Salaried,131032,2024-08-31,Resident,Salary,Online,FR,FR769936310000000061401,Premium,Salaried,131032,2024-08-31,Resident,Salary,Online,FR
615,,DE,2024-09-26,,66,FR765140610000000061501,Premium,Self-Employed,52011,2024-04-07,Non-Resident,Salary,Branch,DE,FR765140610000000061501,Premium,Self-Employed,52011,2024-04-07,Non-Resident,Salary,Branch,DE
616,,ES,2025-07-31,,84,FR764380810000000061601,Retail,Salaried,67872,2025-06-01,Non-Resident,Savings,Branch,ES,FR764380810000000061601,Retail,Salaried,67872,2025-06-01,Non-Resident,Savings,Branch,ES
617,,ES,2024-12-14,,39,FR768408010000000061701,Private,Salaried,22526,2025-03-04,Non-Resident,Business income,Branch,GB,FR768408010000000061701,Private,Salaried,22526,2025-03-04,Non-Resident,Business income,Branch,GB
618,,FR,2024-06-27,,94,FR765816010000000061801,Premium,Self-Employed,131500,2025-08-04,Resident,Savings,Branch,DE,FR765816010000000061801,Premium,Self-Employed,131500,2025-08-04,Resident,Savings,Branch,DE
619,,IT,2023-03-18,,19,FR766141510000000061901,Premium,Salaried,46316,2024-03-06,Non-Resident,Savings,Branch,DE,FR766141510000000061901,Premium,Salaried,46316,2024-03-06,Non-Resident,Savings,Branch,DE
620,,FR,2023-08-23,,48,FR761526110000000062001,Retail,Retired,35965,2024-01-07,Resident,Business income,Online,FR,FR761526110000000062001,Retail,Retired,35965,2024-01-07,Resident,Business income,Online,FR
621,,BE,2023-01-07,,6,FR764741310000000062101,Premium,Student,37895,2023-11-16,Non-Resident,Business income,Online,GB,FR764741310000000062101,Premium,Student,37895,2023-11-16,Non-Resident,Business income,Online,GB
622,,IT,2025-05-25,,88,FR762133610000000062201,Private,Salaried,64482,2025-07-10,Non-Resident,Salary,Branch,ES,FR762133610000000062201,Private,Salaried,64482,2025-07-10,Non-Resident,Salary,Branch,ES
623,,FR,2024-10-05,,64,FR768134010000000062301,Premium,Salaried,124865,2023-10-11,Resident,Business income,Online,ES,FR768134010000000062301,Premium,Salaried,124865,2023-10-11,Resident,Business income,Online,ES
624,,FR,2024-07-10,,45,FR766629510000000062401,Retail,Retired,47320,2023-11-08,Resident,Salary,Branch,FR,FR766629510000000062401,Retail,Retired,47320,2023-11-08,Resident,Salary,Branch,FR
625,,DE,2023-12-08,,93,FR768046010000000062501,Premium,Salaried,96222,2024-08-24,Non-Resident,Savings,Branch,ES,FR768046010000000062501,Premium,Salaried,96222,2024-08-24,Non-Resident,Savings,Branch,ES
626,,LU,2024-03-30,,66,FR764341010000000062601,Premium,Salaried,36566,2025-05-16,Non-Resident,Savings,Online,GB,FR764341010000000062601,Premium,Salaried,36566,2025-05-16,Non-Resident,Savings,Online,GB
627,,ES,2024-06-25,,47,FR768241110000000062701,Premium,Self-Employed,89163,2023-10-01,Non-Resident,Salary,Online,ES,FR768241110000000062701,Premium,Self-Employed,89163,2023-10-01,Non-Resident,Salary,Online,ES
628,,DE,2023-05-17,,46,FR763753910000000062801,Premium,Student,77517,2024-07-24,Non-Resident,Savings,Branch,DE,FR763753910000000062801,Premium,Student,77517,2024-07-24,Non-Resident,Savings,Branch,DE
629,,ES,2025-03-16,,96,FR766473810000000062901,Premium,Salaried,112667,2023-06-28,Non-Resident,Savings,Online,DE,FR766473810000000062901,Premium,Salaried,112667,2023-06-28,Non-Resident,Savings,Online,DE
630,,FR,2023-03-05,,49,FR765444310000000063001,Retail,Student,39925,2024-03-27,Resident,Business income,Branch,ES,FR765444310000000063001,Retail,Student,39925,2024-03-27,Resident,Business income,Branch,ES
631,,FR,2023-01-10,,18,FR767916910000000063101,Retail,Student,122967,2023-12-31,Resident,Salary,Online,ES,FR767916910000000063101,Retail,Student,122967,2023-12-31,Resident,Salary,Online,ES
632,,BE,2024-11-28,,30,FR768684210000000063201,Private,Retired,80319,2024-08-20,Non-Resident,Savings,Branch,FR,FR768684210000000063201,Private,Retired,80319,2024-08-20,Non-Resident,Savings,Branch,FR
633,,DE,2024-03-21,,23,FR766319610000000063301,Retail,Student,130845,2024-08-13,Non-Resident,Business income,Online,DE,FR766319610000000063301,Retail,Student,130845,2024-08-13,Non-Resident,Business income,Online,DE
634,,FR,2024-12-12,,58,FR769454310000000063401,Premium,Retired,53816,2024-03-02,Resident,Salary,Online,FR,FR769454310000000063401,Premium,Retired,53816,2024-03-02,Resident,Salary,Online,FR
635,,FR,2024-11-14,,15,FR763684310000000063501,Private,Self-Employed,100823,2024-01-19,Resident,Savings,Online,DE,FR763684310000000063501,Private,Self-Employed,100823,2024-01-19,Resident,Savings,Online,DE
636,,BE,2024-03-31,,24,FR761624810000000063601,Retail,Salaried,65095,2024-01-23,Non-Resident,Salary,Online,ES,FR761624810000000063601,Retail,Salaried,65095,2024-01-23,Non-Resident,Salary,Online,ES
